date,avg_temp
1858-07-01,13.677
1858-08-01,13.22
1858-09-01,11.148
1858-10-01,8.81
1858-11-01,5.99
1858-12-01,2.444
1859-01-01,2.015
1859-02-01,2.611
1859-03-01,5.023
1859-04-01,8.542
1859-05-01,11.456
1859-06-01,13.142
1859-07-01,13.827
1859-08-01,13.217
1859-09-01,11.08
1859-10-01,8.834
1859-11-01,5.912
1859-12-01,3.365
1860-01-01,2.077
1860-02-01,2.632
1860-03-01,3.494
1860-04-01,7.76
1860-05-01,11.062
1860-06-01,13.272
1860-07-01,14.203
1860-08-01,13.765
1860-09-01,11.892
1860-10-01,8.712
1860-11-01,5.027
1860-12-01,1.634
1861-01-01,0.404
1861-02-01,2.137
1861-03-01,4.489
1861-04-01,7.487
1861-05-01,10.516
1861-06-01,13.017
1861-07-01,13.967
1861-08-01,13.656
1861-09-01,11.409
1861-10-01,8.475
1861-11-01,5.707
1861-12-01,2.894
1862-01-01,0.685
1862-02-01,1.769
1862-03-01,4.485
1862-04-01,7.323
1862-05-01,10.739
1862-06-01,12.86
1862-07-01,13.928
1862-08-01,13.188
1862-09-01,11.028
1862-10-01,8.283
1862-11-01,4.792
1862-12-01,1.623
1863-01-01,3.034
1863-02-01,3.253
1863-03-01,4.682
1863-04-01,7.931
1863-05-01,11.081
1863-06-01,12.794
1863-07-01,13.765
1863-08-01,13.294
1863-09-01,11.23
1863-10-01,8.235
1863-11-01,5.392
1863-12-01,2.651
1864-01-01,1.551
1864-02-01,2.506
1864-03-01,4.651
1864-04-01,7.515
1864-05-01,10.956
1864-06-01,13.365
1864-07-01,14.162
1864-08-01,13.434
1864-09-01,11.37
1864-10-01,8.795
1864-11-01,5.232
1864-12-01,2.266
1865-01-01,2.975
1865-02-01,2.152
1865-03-01,4.039
1865-04-01,7.314
1865-05-01,10.917
1865-06-01,13.214
1865-07-01,14.22
1865-08-01,13.58
1865-09-01,11.797
1865-10-01,9.136
1865-11-01,6.144
1865-12-01,2.646
1866-01-01,2.932
1866-02-01,2.274
1866-03-01,4.421
1866-04-01,7.914
1866-05-01,10.898
1866-06-01,12.853
1866-07-01,14.602
1866-08-01,13.532
1866-09-01,11.527
1866-10-01,8.506
1866-11-01,5.895
1866-12-01,4.152
1867-01-01,2.482
1867-02-01,2.664
1867-03-01,4.454
1867-04-01,8.258
1867-05-01,10.495
1867-06-01,13.303
1867-07-01,14.223
1867-08-01,13.506
1867-09-01,11.763
1867-10-01,9.212
1867-11-01,6.939
1867-12-01,3.937
1868-01-01,1.834
1868-02-01,2.039
1868-03-01,4.538
1868-04-01,8.183
1868-05-01,11.308
1868-06-01,13.162
1868-07-01,14.514
1868-08-01,13.744
1868-09-01,11.669
1868-10-01,9.448
1868-11-01,5.192
1868-12-01,3.344
1869-01-01,2.115
1869-02-01,3.864
1869-03-01,4.374
1869-04-01,7.921
1869-05-01,11.295
1869-06-01,13.537
1869-07-01,14.337
1869-08-01,14.01
1869-09-01,12.247
1869-10-01,9.006
1869-11-01,5.773
1869-12-01,2.706
1870-01-01,2.082
1870-02-01,2.134
1870-03-01,4.656
1870-04-01,7.879
1870-05-01,11.339
1870-06-01,13.653
1870-07-01,14.599
1870-08-01,13.484
1870-09-01,11.952
1870-10-01,8.81
1870-11-01,5.6
1870-12-01,2.228
1871-01-01,1.447
1871-02-01,1.736
1871-03-01,4.685
1871-04-01,8.34
1871-05-01,10.788
1871-06-01,13.08
1871-07-01,14.29
1871-08-01,13.932
1871-09-01,11.711
1871-10-01,9.096
1871-11-01,5.113
1871-12-01,3.163
1872-01-01,1.652
1872-02-01,2.35
1872-03-01,4.922
1872-04-01,7.846
1872-05-01,11.198
1872-06-01,13.055
1872-07-01,14.285
1872-08-01,13.821
1872-09-01,11.958
1872-10-01,9.24
1872-11-01,5.372
1872-12-01,2.627
1873-01-01,2.013
1873-02-01,3.195
1873-03-01,4.704
1873-04-01,7.462
1873-05-01,11.006
1873-06-01,13.405
1873-07-01,14.287
1873-08-01,13.755
1873-09-01,11.487
1873-10-01,9.234
1873-11-01,5.819
1873-12-01,3.846
1874-01-01,2.685
1874-02-01,3.069
1874-03-01,4.221
1874-04-01,8.231
1874-05-01,11.306
1874-06-01,13.306
1874-07-01,14.122
1874-08-01,13.815
1874-09-01,12.111
1874-10-01,9.12
1874-11-01,5.809
1874-12-01,3.407
1875-01-01,1.533
1875-02-01,2.259
1875-03-01,4.256
1875-04-01,7.636
1875-05-01,10.746
1875-06-01,13.157
1875-07-01,14.144
1875-08-01,13.401
1875-09-01,11.319
1875-10-01,8.585
1875-11-01,4.614
1875-12-01,2.665
1876-01-01,1.856
1876-02-01,2.617
1876-03-01,4.748
1876-04-01,8.199
1876-05-01,10.69
1876-06-01,13.131
1876-07-01,14.319
1876-08-01,13.481
1876-09-01,11.687
1876-10-01,8.946
1876-11-01,5.093
1876-12-01,2.194
1877-01-01,2.286
1877-02-01,2.928
1877-03-01,5.297
1877-04-01,8.039
1877-05-01,11.056
1877-06-01,13.384
1877-07-01,14.642
1877-08-01,14.151
1877-09-01,12.075
1877-10-01,9.273
1877-11-01,6.348
1877-12-01,2.996
1878-01-01,2.017
1878-02-01,3.728
1878-03-01,6.608
1878-04-01,8.899
1878-05-01,11.017
1878-06-01,13.796
1878-07-01,14.742
1878-08-01,14.094
1878-09-01,12.093
1878-10-01,9.173
1878-11-01,6.446
1878-12-01,3.344
1879-01-01,2.303
1879-02-01,2.737
1879-03-01,4.924
1879-04-01,7.768
1879-05-01,10.803
1879-06-01,13.23
1879-07-01,14.238
1879-08-01,13.245
1879-09-01,11.449
1879-10-01,9.229
1879-11-01,5.526
1879-12-01,2.538
1880-01-01,1.755
1880-02-01,2.052
1880-03-01,4.63
1880-04-01,7.559
1880-05-01,11.096
1880-06-01,13.327
1880-07-01,14.141
1880-08-01,13.807
1880-09-01,11.386
1880-10-01,8.673
1880-11-01,5.893
1880-12-01,3.106
1881-01-01,2.461
1881-02-01,2.626
1881-03-01,5.01
1881-04-01,8.323
1881-05-01,11.165
1881-06-01,12.745
1881-07-01,14.203
1881-08-01,13.71
1881-09-01,11.689
1881-10-01,8.851
1881-11-01,5.272
1881-12-01,3.196
1882-01-01,2.99
1882-02-01,3.231
1882-03-01,5.04
1882-04-01,7.691
1882-05-01,10.888
1882-06-01,12.805
1882-07-01,13.747
1882-08-01,13.703
1882-09-01,11.736
1882-10-01,8.445
1882-11-01,5.066
1882-12-01,2.205
1883-01-01,1.46
1883-02-01,1.856
1883-03-01,4.929
1883-04-01,7.691
1883-05-01,10.832
1883-06-01,13.302
1883-07-01,14.011
1883-08-01,13.224
1883-09-01,11.343
1883-10-01,8.909
1883-11-01,4.905
1883-12-01,3.261
1884-01-01,2.12
1884-02-01,2.474
1884-03-01,3.892
1884-04-01,7.186
1884-05-01,10.198
1884-06-01,12.527
1884-07-01,13.622
1884-08-01,13.257
1884-09-01,11.235
1884-10-01,8.581
1884-11-01,5.164
1884-12-01,3.028
1885-01-01,1.003
1885-02-01,2.243
1885-03-01,4.622
1885-04-01,7.336
1885-05-01,10.567
1885-06-01,12.716
1885-07-01,13.972
1885-08-01,13.351
1885-09-01,11.435
1885-10-01,8.722
1885-11-01,5.425
1885-12-01,3.644
1886-01-01,1.436
1886-02-01,1.793
1886-03-01,4.262
1886-04-01,7.909
1886-05-01,10.784
1886-06-01,12.789
1886-07-01,14.226
1886-08-01,13.323
1886-09-01,11.6
1886-10-01,8.604
1886-11-01,5.226
1886-12-01,3.502
1887-01-01,0.824
1887-02-01,2.054
1887-03-01,4.552
1887-04-01,7.789
1887-05-01,10.84
1887-06-01,12.89
1887-07-01,14.021
1887-08-01,13.097
1887-09-01,11.707
1887-10-01,8.738
1887-11-01,5.592
1887-12-01,2.875
1888-01-01,1.708
1888-02-01,2.039
1888-03-01,4.3
1888-04-01,7.845
1888-05-01,10.62
1888-06-01,12.921
1888-07-01,14.242
1888-08-01,13.511
1888-09-01,11.685
1888-10-01,9.201
1888-11-01,5.792
1888-12-01,3.222
1889-01-01,1.762
1889-02-01,3.409
1889-03-01,5.299
1889-04-01,8.589
1889-05-01,11.242
1889-06-01,13.288
1889-07-01,14.225
1889-08-01,13.504
1889-09-01,11.547
1889-10-01,8.865
1889-11-01,4.999
1889-12-01,3.099
1890-01-01,1.836
1890-02-01,2.516
1890-03-01,4.21
1890-04-01,7.739
1890-05-01,10.464
1890-06-01,12.872
1890-07-01,14.034
1890-08-01,13.266
1890-09-01,11.546
1890-10-01,9.178
1890-11-01,5.03
1890-12-01,2.969
1891-01-01,1.678
1891-02-01,1.88
1891-03-01,4.755
1891-04-01,7.618
1891-05-01,10.785
1891-06-01,12.888
1891-07-01,13.93
1891-08-01,13.496
1891-09-01,11.763
1891-10-01,8.722
1891-11-01,5.115
1891-12-01,3.602
1892-01-01,2.018
1892-02-01,2.805
1892-03-01,4.362
1892-04-01,7.562
1892-05-01,10.622
1892-06-01,13.263
1892-07-01,13.89
1892-08-01,13.42
1892-09-01,11.764
1892-10-01,9.29
1892-11-01,4.859
1892-12-01,2.935
1893-01-01,0.5
1893-02-01,1.654
1893-03-01,4.979
1893-04-01,7.994
1893-05-01,10.747
1893-06-01,13.051
1893-07-01,14.318
1893-08-01,13.454
1893-09-01,11.767
1893-10-01,9.16
1893-11-01,5.902
1893-12-01,3.155
1894-01-01,1.691
1894-02-01,2.923
1894-03-01,5.118
1894-04-01,7.663
1894-05-01,10.944
1894-06-01,12.858
1894-07-01,14.004
1894-08-01,13.488
1894-09-01,11.58
1894-10-01,9.125
1894-11-01,5.405
1894-12-01,3.133
1895-01-01,1.295
1895-02-01,2
1895-03-01,4.689
1895-04-01,8.247
1895-05-01,10.867
1895-06-01,13.058
1895-07-01,14.053
1895-08-01,13.489
1895-09-01,11.743
1895-10-01,9.117
1895-11-01,5.744
1895-12-01,3.462
1896-01-01,2.291
1896-02-01,2.707
1896-03-01,4.279
1896-04-01,7.33
1896-05-01,10.893
1896-06-01,13.304
1896-07-01,14.233
1896-08-01,13.624
1896-09-01,11.824
1896-10-01,9.416
1896-11-01,5.366
1896-12-01,3.312
1897-01-01,1.893
1897-02-01,2.429
1897-03-01,4.345
1897-04-01,8.278
1897-05-01,11.377
1897-06-01,13.319
1897-07-01,14.31
1897-08-01,13.668
1897-09-01,11.925
1897-10-01,9.197
1897-11-01,5.608
1897-12-01,3.171
1898-01-01,2.737
1898-02-01,2.354
1898-03-01,3.751
1898-04-01,7.907
1898-05-01,10.835
1898-06-01,13.395
1898-07-01,14.138
1898-08-01,13.579
1898-09-01,11.753
1898-10-01,8.828
1898-11-01,5.452
1898-12-01,3.407
1899-01-01,2.515
1899-02-01,2.38
1899-03-01,4.618
1899-04-01,8.281
1899-05-01,11.023
1899-06-01,12.856
1899-07-01,14.159
1899-08-01,13.777
1899-09-01,12.128
1899-10-01,9.409
1899-11-01,6.605
1899-12-01,3.005
1900-01-01,1.461
1900-02-01,3.098
1900-03-01,5.492
1900-04-01,8.223
1900-05-01,11.385
1900-06-01,13.293
1900-07-01,14.171
1900-08-01,13.816
1900-09-01,11.955
1900-10-01,9.666
1900-11-01,5.804
1900-12-01,3.655
1901-01-01,2.191
1901-02-01,3.092
1901-03-01,5.671
1901-04-01,8.522
1901-05-01,11.178
1901-06-01,13.423
1901-07-01,14.339
1901-08-01,13.789
1901-09-01,11.984
1901-10-01,9.003
1901-11-01,5.976
1901-12-01,3.335
1902-01-01,2.684
1902-02-01,3.606
1902-03-01,4.883
1902-04-01,7.956
1902-05-01,10.893
1902-06-01,13.214
1902-07-01,14.231
1902-08-01,13.599
1902-09-01,11.799
1902-10-01,8.801
1902-11-01,5.274
1902-12-01,2.713
1903-01-01,2.514
1903-02-01,3.555
1903-03-01,4.93
1903-04-01,7.832
1903-05-01,10.794
1903-06-01,12.886
1903-07-01,13.992
1903-08-01,13.412
1903-09-01,11.501
1903-10-01,8.812
1903-11-01,5.516
1903-12-01,2.898
1904-01-01,1.637
1904-02-01,2.297
1904-03-01,4.506
1904-04-01,7.684
1904-05-01,10.84
1904-06-01,13.014
1904-07-01,13.836
1904-08-01,13.459
1904-09-01,11.381
1904-10-01,8.833
1904-11-01,6.23
1904-12-01,3.374
1905-01-01,2.254
1905-02-01,1.927
1905-03-01,4.635
1905-04-01,7.755
1905-05-01,10.982
1905-06-01,13.112
1905-07-01,14.077
1905-08-01,13.578
1905-09-01,11.804
1905-10-01,9.041
1905-11-01,6.183
1905-12-01,3.354
1906-01-01,2.068
1906-02-01,2.301
1906-03-01,4.866
1906-04-01,8.626
1906-05-01,11.24
1906-06-01,13.334
1906-07-01,14.122
1906-08-01,13.691
1906-09-01,11.772
1906-10-01,9.267
1906-11-01,5.501
1906-12-01,3.761
1907-01-01,1.798
1907-02-01,2.117
1907-03-01,4.575
1907-04-01,7.579
1907-05-01,10.375
1907-06-01,12.729
1907-07-01,13.769
1907-08-01,13.362
1907-09-01,11.665
1907-10-01,9.234
1907-11-01,5.207
1907-12-01,2.956
1908-01-01,2.304
1908-02-01,2.769
1908-03-01,4.136
1908-04-01,7.832
1908-05-01,11.141
1908-06-01,13.293
1908-07-01,14.197
1908-08-01,13.376
1908-09-01,11.977
1908-10-01,8.865
1908-11-01,5.272
1908-12-01,3.071
1909-01-01,1.395
1909-02-01,2.706
1909-03-01,4.589
1909-04-01,7.534
1909-05-01,10.611
1909-06-01,12.962
1909-07-01,14.06
1909-08-01,13.752
1909-09-01,11.879
1909-10-01,9.192
1909-11-01,6.236
1909-12-01,3.223
1910-01-01,2.333
1910-02-01,2.779
1910-03-01,4.606
1910-04-01,8.105
1910-05-01,11.005
1910-06-01,13.151
1910-07-01,14.279
1910-08-01,13.677
1910-09-01,11.733
1910-10-01,9.006
1910-11-01,5.318
1910-12-01,2.684
1911-01-01,1.66
1911-02-01,2.453
1911-03-01,4.347
1911-04-01,7.99
1911-05-01,10.829
1911-06-01,13.009
1911-07-01,14.082
1911-08-01,13.499
1911-09-01,11.638
1911-10-01,9.263
1911-11-01,5.964
1911-12-01,3.39
1912-01-01,2.402
1912-02-01,3.354
1912-03-01,4.356
1912-04-01,8.229
1912-05-01,11.254
1912-06-01,13.435
1912-07-01,13.723
1912-08-01,13.053
1912-09-01,11.222
1912-10-01,8.367
1912-11-01,5.521
1912-12-01,3.069
1913-01-01,2.083
1913-02-01,2.376
1913-03-01,4.517
1913-04-01,8.023
1913-05-01,10.745
1913-06-01,13.005
1913-07-01,14.137
1913-08-01,13.724
1913-09-01,11.759
1913-10-01,9.077
1913-11-01,6.024
1913-12-01,4.103
1914-01-01,3.376
1914-02-01,3.2
1914-03-01,4.942
1914-04-01,8.098
1914-05-01,11.285
1914-06-01,13.496
1914-07-01,14.298
1914-08-01,13.73
1914-09-01,11.915
1914-10-01,9.387
1914-11-01,5.759
1914-12-01,3.6
1915-01-01,2.299
1915-02-01,3.265
1915-03-01,5.143
1915-04-01,8.705
1915-05-01,11.493
1915-06-01,13.3
1915-07-01,14.443
1915-08-01,13.77
1915-09-01,11.867
1915-10-01,8.984
1915-11-01,6.216
1915-12-01,3.633
1916-01-01,2.616
1916-02-01,2.957
1916-03-01,4.846
1916-04-01,8.047
1916-05-01,10.972
1916-06-01,12.942
1916-07-01,14.052
1916-08-01,13.58
1916-09-01,11.726
1916-10-01,9.053
1916-11-01,5.596
1916-12-01,2.316
1917-01-01,2.133
1917-02-01,2.36
1917-03-01,4.488
1917-04-01,7.855
1917-05-01,10.443
1917-06-01,12.915
1917-07-01,14.259
1917-08-01,13.471
1917-09-01,11.745
1917-10-01,8.544
1917-11-01,5.82
1917-12-01,2.247
1918-01-01,1.934
1918-02-01,2.455
1918-03-01,4.811
1918-04-01,7.644
1918-05-01,10.54
1918-06-01,12.908
1918-07-01,14.002
1918-08-01,13.431
1918-09-01,11.881
1918-10-01,9.433
1918-11-01,5.683
1918-12-01,2.848
1919-01-01,2.184
1919-02-01,2.852
1919-03-01,4.743
1919-04-01,8.487
1919-05-01,10.969
1919-06-01,13.228
1919-07-01,14.274
1919-08-01,13.786
1919-09-01,11.99
1919-10-01,9.361
1919-11-01,5.489
1919-12-01,3.224
1920-01-01,2.841
1920-02-01,2.755
1920-03-01,5.227
1920-04-01,8.293
1920-05-01,11.131
1920-06-01,13.105
1920-07-01,14.245
1920-08-01,13.698
1920-09-01,11.794
1920-10-01,9.021
1920-11-01,5.566
1920-12-01,2.629
1921-01-01,2.98
1921-02-01,3.125
1921-03-01,5.081
1921-04-01,8.324
1921-05-01,11.245
1921-06-01,13.44
1921-07-01,14.436
1921-08-01,13.561
1921-09-01,11.869
1921-10-01,9.264
1921-11-01,5.864
1921-12-01,3.663
1922-01-01,2.15
1922-02-01,2.376
1922-03-01,5.156
1922-04-01,8.38
1922-05-01,11.097
1922-06-01,13.331
1922-07-01,14.278
1922-08-01,13.584
1922-09-01,11.775
1922-10-01,9.056
1922-11-01,6.046
1922-12-01,3.667
1923-01-01,2.487
1923-02-01,2.563
1923-03-01,4.866
1923-04-01,7.749
1923-05-01,10.849
1923-06-01,13.296
1923-07-01,13.984
1923-08-01,13.611
1923-09-01,11.883
1923-10-01,9.52
1923-11-01,6.378
1923-12-01,3.88
1924-01-01,2.339
1924-02-01,2.888
1924-03-01,5.352
1924-04-01,7.97
1924-05-01,11.188
1924-06-01,13.342
1924-07-01,14.304
1924-08-01,13.654
1924-09-01,11.957
1924-10-01,9.203
1924-11-01,6.4
1924-12-01,3.485
1925-01-01,2.268
1925-02-01,2.701
1925-03-01,5.126
1925-04-01,8.442
1925-05-01,11.039
1925-06-01,13.089
1925-07-01,14.066
1925-08-01,13.769
1925-09-01,11.979
1925-10-01,9.196
1925-11-01,6.34
1925-12-01,4.398
1926-01-01,3.453
1926-02-01,3.717
1926-03-01,5.831
1926-04-01,8.193
1926-05-01,10.931
1926-06-01,13.285
1926-07-01,14.168
1926-08-01,13.877
1926-09-01,12.075
1926-10-01,9.55
1926-11-01,6.3
1926-12-01,3.366
1927-01-01,2.372
1927-02-01,3.039
1927-03-01,4.668
1927-04-01,8.035
1927-05-01,11.104
1927-06-01,13.272
1927-07-01,14.323
1927-08-01,13.698
1927-09-01,12.254
1927-10-01,9.887
1927-11-01,6.346
1927-12-01,3.267
1928-01-01,3.046
1928-02-01,3.333
1928-03-01,4.959
1928-04-01,8.244
1928-05-01,11.169
1928-06-01,13.113
1928-07-01,14.31
1928-08-01,13.687
1928-09-01,12.03
1928-10-01,9.486
1928-11-01,6.336
1928-12-01,3.873
1929-01-01,2.054
1929-02-01,2.172
1929-03-01,5.099
1929-04-01,8.094
1929-05-01,10.915
1929-06-01,12.928
1929-07-01,13.957
1929-08-01,13.68
1929-09-01,11.807
1929-10-01,9.46
1929-11-01,6.172
1929-12-01,2.571
1930-01-01,2.401
1930-02-01,3.152
1930-03-01,5.483
1930-04-01,8.182
1930-05-01,11.105
1930-06-01,13.347
1930-07-01,14.465
1930-08-01,13.928
1930-09-01,11.874
1930-10-01,9.261
1930-11-01,6.574
1930-12-01,3.831
1931-01-01,2.761
1931-02-01,2.708
1931-03-01,5.22
1931-04-01,8.163
1931-05-01,11.02
1931-06-01,13.573
1931-07-01,14.576
1931-08-01,14.12
1931-09-01,12.283
1931-10-01,9.937
1931-11-01,6.243
1931-12-01,4.027
1932-01-01,3.604
1932-02-01,2.989
1932-03-01,4.94
1932-04-01,8.769
1932-05-01,11.239
1932-06-01,13.383
1932-07-01,14.372
1932-08-01,13.74
1932-09-01,12.31
1932-10-01,9.682
1932-11-01,5.908
1932-12-01,3.527
1933-01-01,2.169
1933-02-01,2.657
1933-03-01,4.869
1933-04-01,8.125
1933-05-01,11.047
1933-06-01,13.11
1933-07-01,14.236
1933-08-01,13.76
1933-09-01,11.854
1933-10-01,9.238
1933-11-01,5.89
1933-12-01,3.104
1934-01-01,2.476
1934-02-01,3.699
1934-03-01,4.818
1934-04-01,8.016
1934-05-01,11.478
1934-06-01,13.402
1934-07-01,14.343
1934-08-01,13.778
1934-09-01,11.727
1934-10-01,9.421
1934-11-01,6.397
1934-12-01,3.985
1935-01-01,2.175
1935-02-01,4.125
1935-03-01,5.399
1935-04-01,7.771
1935-05-01,10.906
1935-06-01,13.326
1935-07-01,14.331
1935-08-01,13.775
1935-09-01,11.999
1935-10-01,9.516
1935-11-01,5.443
1935-12-01,3.423
1936-01-01,2.249
1936-02-01,2.506
1936-03-01,5.031
1936-04-01,8.127
1936-05-01,11.251
1936-06-01,13.363
1936-07-01,14.629
1936-08-01,13.86
1936-09-01,12.021
1936-10-01,9.457
1936-11-01,6.233
1936-12-01,3.921
1937-01-01,2.453
1937-02-01,3.553
1937-03-01,4.851
1937-04-01,8.14
1937-05-01,11.422
1937-06-01,13.603
1937-07-01,14.375
1937-08-01,14.007
1937-09-01,12.413
1937-10-01,9.729
1937-11-01,6.356
1937-12-01,3.478
1938-01-01,2.91
1938-02-01,3.417
1938-03-01,5.651
1938-04-01,8.913
1938-05-01,11.456
1938-06-01,13.321
1938-07-01,14.482
1938-08-01,13.963
1938-09-01,12.427
1938-10-01,9.784
1938-11-01,6.53
1938-12-01,3.51
1939-01-01,2.932
1939-02-01,3.232
1939-03-01,4.926
1939-04-01,8.328
1939-05-01,11.524
1939-06-01,13.531
1939-07-01,14.395
1939-08-01,13.932
1939-09-01,11.958
1939-10-01,9.218
1939-11-01,6.189
1939-12-01,4.959
1940-01-01,2.335
1940-02-01,3.423
1940-03-01,5.424
1940-04-01,8.756
1940-05-01,11.338
1940-06-01,13.583
1940-07-01,14.571
1940-08-01,13.811
1940-09-01,12.268
1940-10-01,9.457
1940-11-01,6.076
1940-12-01,4.134
1941-01-01,2.735
1941-02-01,3.67
1941-03-01,5.213
1941-04-01,8.575
1941-05-01,11.493
1941-06-01,13.63
1941-07-01,14.694
1941-08-01,14.028
1941-09-01,11.816
1941-10-01,9.71
1941-11-01,5.953
1941-12-01,3.707
1942-01-01,3.103
1942-02-01,2.857
1942-03-01,5.308
1942-04-01,8.416
1942-05-01,11.338
1942-06-01,13.578
1942-07-01,14.242
1942-08-01,13.786
1942-09-01,12.146
1942-10-01,9.627
1942-11-01,6.395
1942-12-01,3.945
1943-01-01,2.396
1943-02-01,3.513
1943-03-01,5.138
1943-04-01,8.638
1943-05-01,11.485
1943-06-01,13.161
1943-07-01,14.46
1943-08-01,13.774
1943-09-01,12.096
1943-10-01,9.907
1943-11-01,6.26
1943-12-01,4.233
1944-01-01,3.504
1944-02-01,3.591
1944-03-01,5.531
1944-04-01,8.434
1944-05-01,11.334
1944-06-01,13.478
1944-07-01,14.468
1944-08-01,14.017
1944-09-01,12.45
1944-10-01,9.808
1944-11-01,6.091
1944-12-01,3.434
1945-01-01,2.525
1945-02-01,2.646
1945-03-01,5.184
1945-04-01,8.681
1945-05-01,11.097
1945-06-01,13.328
1945-07-01,14.213
1945-08-01,14.313
1945-09-01,12.225
1945-10-01,9.575
1945-11-01,6.073
1945-12-01,3.158
1946-01-01,2.979
1946-02-01,3.461
1946-03-01,5.236
1946-04-01,8.837
1946-05-01,11.355
1946-06-01,13.298
1946-07-01,14.409
1946-08-01,13.834
1946-09-01,12.064
1946-10-01,9.281
1946-11-01,6.235
1946-12-01,3.134
1947-01-01,2.597
1947-02-01,3.277
1947-03-01,5.801
1947-04-01,8.686
1947-05-01,11.329
1947-06-01,13.459
1947-07-01,14.349
1947-08-01,13.827
1947-09-01,12.166
1947-10-01,10.011
1947-11-01,6.407
1947-12-01,3.656
1948-01-01,3.366
1948-02-01,3.22
1948-03-01,4.919
1948-04-01,8.499
1948-05-01,11.537
1948-06-01,13.664
1948-07-01,14.445
1948-08-01,13.896
1948-09-01,12.155
1948-10-01,9.584
1948-11-01,6.185
1948-12-01,3.491
1949-01-01,3.219
1949-02-01,2.759
1949-03-01,5.077
1949-04-01,8.344
1949-05-01,11.309
1949-06-01,13.223
1949-07-01,14.199
1949-08-01,13.826
1949-09-01,11.957
1949-10-01,9.531
1949-11-01,6.148
1949-12-01,3.449
1950-01-01,2.008
1950-02-01,2.721
1950-03-01,5.247
1950-04-01,8.123
1950-05-01,11.297
1950-06-01,13.382
1950-07-01,14.14
1950-08-01,13.46
1950-09-01,11.952
1950-10-01,9.153
1950-11-01,5.372
1950-12-01,3.528
1951-01-01,2.138
1951-02-01,2.332
1951-03-01,5.091
1951-04-01,8.367
1951-05-01,11.438
1951-06-01,13.25
1951-07-01,14.324
1951-08-01,14.021
1951-09-01,12.324
1951-10-01,9.67
1951-11-01,6.225
1951-12-01,4.328
1952-01-01,3.049
1952-02-01,3.396
1952-03-01,4.967
1952-04-01,8.461
1952-05-01,11.352
1952-06-01,13.442
1952-07-01,14.549
1952-08-01,13.964
1952-09-01,12.238
1952-10-01,9.157
1952-11-01,5.425
1952-12-01,3.659
1953-01-01,2.964
1953-02-01,3.629
1953-03-01,5.712
1953-04-01,8.892
1953-05-01,11.514
1953-06-01,13.612
1953-07-01,14.392
1953-08-01,14.059
1953-09-01,12.199
1953-10-01,9.59
1953-11-01,5.924
1953-12-01,3.998
1954-01-01,2.059
1954-02-01,3.084
1954-03-01,5.148
1954-04-01,8.158
1954-05-01,10.988
1954-06-01,13.4
1954-07-01,14.241
1954-08-01,13.868
1954-09-01,12.098
1954-10-01,9.546
1954-11-01,6.579
1954-12-01,3.559
1955-01-01,3.412
1955-02-01,3.137
1955-03-01,4.585
1955-04-01,8.136
1955-05-01,11.192
1955-06-01,13.56
1955-07-01,14.242
1955-08-01,14.283
1955-09-01,11.954
1955-10-01,9.735
1955-11-01,5.973
1955-12-01,3.306
1956-01-01,2.466
1956-02-01,2.781
1956-03-01,4.889
1956-04-01,7.922
1956-05-01,10.721
1956-06-01,13.16
1956-07-01,14.18
1956-08-01,13.189
1956-09-01,11.783
1956-10-01,8.928
1956-11-01,5.738
1956-12-01,3.598
1957-01-01,2.488
1957-02-01,3.12
1957-03-01,5.036
1957-04-01,8.366
1957-05-01,11.259
1957-06-01,13.783
1957-07-01,14.129
1957-08-01,14.082
1957-09-01,12.312
1957-10-01,9.496
1957-11-01,6.391
1957-12-01,4.328
1958-01-01,3.574
1958-02-01,3.695
1958-03-01,5.453
1958-04-01,8.52
1958-05-01,11.519
1958-06-01,13.187
1958-07-01,14.438
1958-08-01,13.597
1958-09-01,11.845
1958-10-01,9.375
1958-11-01,6.26
1958-12-01,3.822
1959-01-01,2.959
1959-02-01,3.33
1959-03-01,5.854
1959-04-01,8.819
1959-05-01,11.323
1959-06-01,13.577
1959-07-01,14.449
1959-08-01,13.853
1959-09-01,11.946
1959-10-01,9.16
1959-11-01,5.752
1959-12-01,3.77
1960-01-01,2.713
1960-02-01,3.798
1960-03-01,4.303
1960-04-01,8.133
1960-05-01,10.872
1960-06-01,13.484
1960-07-01,14.198
1960-08-01,13.825
1960-09-01,12.095
1960-10-01,9.497
1960-11-01,5.828
1960-12-01,4.259
1961-01-01,2.926
1961-02-01,3.683
1961-03-01,5.589
1961-04-01,8.631
1961-05-01,11.624
1961-06-01,13.702
1961-07-01,14.288
1961-08-01,13.849
1961-09-01,12.247
1961-10-01,9.328
1961-11-01,6.205
1961-12-01,3.5
1962-01-01,3.003
1962-02-01,3.696
1962-03-01,5.53
1962-04-01,8.54
1962-05-01,11.128
1962-06-01,13.427
1962-07-01,14.205
1962-08-01,13.713
1962-09-01,12.018
1962-10-01,9.468
1962-11-01,6.283
1962-12-01,3.94
1963-01-01,2.901
1963-02-01,4.02
1963-03-01,5.097
1963-04-01,8.173
1963-05-01,11.045
1963-06-01,13.412
1963-07-01,14.506
1963-08-01,14.309
1963-09-01,12.555
1963-10-01,9.943
1963-11-01,6.561
1963-12-01,3.75
1964-01-01,2.881
1964-02-01,3.028
1964-03-01,4.865
1964-04-01,7.922
1964-05-01,10.905
1964-06-01,13.459
